10 5 4 4 -7 -8 10 -9 4 -1 -1 7 -10 5 1 -10 -9 -10 0 7 1 -1 -4 -2 0 -9 -2 1 10 3 9 5 4 4 3 6 1 -6 -6 -5 -2 3 -2 -10 7 3 -2 -2 -3 5 -7 3 1 4 -3 1 8 10 -6 -7 -2 4 5 3 -2 3 5 0 -10 -1 -4 -1 -8 3 3 -6 -8 -4 -9 8 3 -4 0 10 -3 -2 -8 -7 9 -8 10 3 1 -1 3 -1 -9 -7 4 -4 -8 -3 1 6 10 -4 -2 9 -3 7 9 -10 2 2 7 7 -1 -6 -2 0 -7 10 1 0 -10 -2 5 -1 -8 -2 -1 0 3 7 -9 -9 3 -3 -7 1 5 1 -8 0 4 -6 4 -6 -3 9 2 -10 7 -9 -4 10 -1 2 -10 -5 4 0 8 5 -9 -10 -2 -2 7 -4 8 1 -6 0 2 -6 -10 -2 -5 8 1 -8 -8 5 7 6 -1 -3 8 6 -3 -1 8 2 -8 -1 5 -7 -4 -4 -8 4 3 -8 3 9 8 -10 -3 -1 3 -9 5 -9 8 -5 2 6 -6 1 -8 7 -9 -9 3 8 2 5 1 5 5 -9 -3 7 -5 -8 -1 -3 9 -8 9 7 6 8 9 3 -5 7 -2 9 -2 -8 -2 3 -3 10 10 3 4 8 2 1 -10 -5 7 8 -7 -5 -3 10 -3 -10 6 2 4 -5 -10 -10 6 1 -1 0 2 -6 1 -4 -2 -3 0 6 -9 5 10 -5 -1 2 9 -3 0 3 -6 -5 0 -2 2 -9 2 -1 3 9 -3 0 -3 2 10 -6 7 10 9 -6 -4 -5 -10 4 -3 7 -3 -2 10 -8 9 2 7 -10 -6 -9 2 -9 -4 10 10 -2 -5 0 -5 5 -2 8 -5 6 -6 3 8 -1 -3 -7 -5 2 -3 -3 -8 2 -8 5 -10 7 9 8 4 -1 9 7 10 -10 10 -8 0 4 9 3 9 9 5 5 -10 -8 -2 -2 2 -9 10 -6 6 4 6 8 10 -5 -9 10 -2 -9 9 -1 -4 -10 -6 -7 8 2 0 -8 4 -10 3 -1 9 3 3 8 2 6 -3 0 1 -10 7 -10 10 -8 2 -1 -4 -10 5 7 -2 -10 10 -10 -2 -4 4 -10 4 -5 0 6 -5 10 4 -9 8 0 7 9 -8 3 9 -6 -8 6 -2 -1 2 8 10 -3 -8 -2 9 2 6 9 -5 -8 -1 -8 6 4 4 4 0 -10 3 6 -7 -3 8 -2 9 4 -8 -6 -8 -2 -2 -2 -5 10 -2 -9 -2 -7 10 0 0 4 3 -5 8 10 2 -9 -10 -2 10 -2 8 3 7 7 -5 3 -8 6 -8 -5 -5 -3 -9 6 -5 -4 -10 1 2 7 4 10 1 8 -3 -6 8 7 -6 0 9 -7 2 9 -2 0 -1 -10 0 0 3 10 3 -2 -6 9 10 -4 6 -9 2 -9 8 0 2 3 0 -4 8 -3 -1 1 2 -9 9 -1 -5 1 5 -4 3 -7 0 10 -8 10 -9 -10 -8 -4 5 -6 10 3 4 4 -5 -4 -10 -2 6 -4 2 -7 8 10 4 -5 4 -4 -6 2 9 6 -8 7 3 -3 8 -9 0 -10 -6 8 -3 -8 8 -10 8 -2 10 -1 10 -2 9 7 -10 7 -10 -3 -5 -2 5 3 -5 5 -2 9 -2 -1 -9 3 10 -6 9 1 -2 0 -3 0 -5 4 -4 -5 -1 2 10 3 -3 2 7 -1 -8 -3 -10 10 1 5 5 1 9 -8 -10 -6 2 -6 -1 0 -3 -6 9 -6 -3 0 -4 10 6 -5 0 1 -8 -7 4 6 -6 -7 -1 1 -10 -4 1 -2 -7 1 0 5 -5 -10 9 0 2 8 3 0 -3 4 -8 -6 2 -4 -2 -1 -3 -4 1 4 8 8 -8 6 -6 -6 -2 0 -7 9 -1 9 7 -1 0 3 -7 -7 -5 -2 5 -2 8 -6 -3 3 -9 -1 10 3 -4 -4 2 -10 3 2 8 -10 1 3 3 3 -1 -8 1 -8 -6 -10 -2 4 6 6 -4 9 7 1 6 -4 5 7 6 9 -2 8 -1 -4 5 2 -3 -1 8 -3 3 10 7 -9 -4 7 6 3 2 -1 -7 -5 -7 -3 -9 0 -9 10 2 7 7 10 -10 8 -1 -2 -8 -2 4 7 -6 7 8 1 10 -8 6 7 6 -3 6 -2 -1 -3 4 1 -3 -1 -6 3 7 -8 -3 -5 -7 6 10 -1 -9 -6 7 9 -8 -9 10 5 7 0 -4 0 -3 5 8 -6 4 -10 -10 4 9 -2 3 -5 1 1 -7 -6 10 3 -10 8 7 3 -3 -10 -1 -4 3 4 -10 -10 10 9 2 -7 3 -2 -9 8 2 2 -5 1 3 -10 -1 2 -9 3 10 -1 -3 4 -3 -2 10 8 0 9 8 10 -3 -9 5 -6 7 -9 -2 -10 5 -6 -6 5 1 -7 5 9 9 -8 3 -4 -3 5 -7 8 6 8 4 -7 3 10 2 1 -10 2 5 2 -5 7 1 -4 7 -9 10 6 0 10 8 -5 7 5 2 2 -5 2 7 -9 1 -1 9 7 -9 -8 -6 8 2 -8 5 -8 -7 -7 -1 2 -5 0 6 -4 -9 -6 3 -1 -10 5 5 5 -8 6 -5 -10 -1 -5 8 2 10 8 7 3 7 2 9 5 -7 0 6 -10 -7 10 4 -6 4 -3 6 -3 9 -7 -1 -1 9 1 9 -7 6 7 -1 -10 8 -5 9 -6 2 9 1 -9 5 7 -1 -5 3 -3 1 0 -3 -4 0 10 0 10 -8 5 1 -5 -6 2 -2 -2 8 9 -1 -10 7 -10 8 5 7 4 -8 -4 -3 3 3 7 -1 4 8 4 -6 -10 -7 1 -2 -9 -6 -4 3 -4 6 6 -1 -10 -9 -8 -1 -2 -7 -4 10 -7 10 2 4 10 2 -8 -4 1 -4 -7 -1 -5 -8 3 1 -2 -5 7 -1 -9 0 -3 4 -9 -6 0 10 10 -1 -5 -10 -8 5 -8 -1 1 4 7 8 7 4 1 -6 -5 -6 -5 -1 -10 -6 1 -10 -8 -7 -3 9 7 -6 -7 -7 -6 -4 0 -9 5 -10 3 -6 10 3 -6 4 -7 1 -3 -7 2 -6 -5 2 -3 -9 -7 3 -3 8 -1 3 5 8 -2 -4 -4 7 -3 -1 -5 10 4 -3 3 -2 -1 9 7 10 8 4 -1 -10 9 8 1 -10 -8 4 -4 -8 -1 -6 9 -5 8 -6 -1 -5 8 7 -2 -9 -3 10 -2 6 1 -2 -1 -8 10 -1 -6 8 -4 2 -9 6 -3 7 -8 8 2 -5 1 8 -7 7 1 -9 8 -3 -9 1 -1 7 -8 -7 9 4 0 6 -9 3 9 7 -1 -7 -9 -6 -4 -7 7 8 6 7 2 -4 -1 -8 -10 -5 2 4 10 2 8 -5 2 2 9 -1 -1 9 -3 -1 -6 -10 -2 -6 7 7 7 3 -3 0 -6 -3 2 -2 -8 7 9 5 -8 -2 -8 -3 -10 0 8 9 9 8 7 8 -10 2 -5 10 -9 -5 3 -10 -4 -2 5 -3 -10 7 9 -6 3 6 3 7 4 9 7 -5 -2 7 -4 10 -3 -1 -9 0 6 6 4 3 3 -10 -4 -1 -5 -8 7 -5 7 -5 -5 -1 4 -9 -6 5 -5 5 5 2 1 2 2 8 7 -9 -7 -3 -8 1 5 -4 -3 10 0 9 -4 10 -10 -6 -9 -5 3 2 2 -9 4 -2 7 8 9 1 2 -5 3 2 6 -5 9 7 -5 1 -2 -3 -7 -1 8 -9 7 5 1 -7 6 -7 -9 -6 -8 -1 8 8 1 2 1 -5 -2 -3 6 -2 1 -1 1 -2 -6 -5 -3 -7 10 -1 -2 6 5 3 -3 -1 4 -8 -1 -10 9 3 -2 -2 -1 -10 10 -5 -8 -10 -2 -8 5 8 -6 0 8 -10 2 -8 -1 9 -10 6 -1 1 -5 -2 -9 9 -8 10 6 0 10 -10 -2 4 5 9 -1 1 5 8 5 5 9 10 4 3 0 2 0 6 1 0 3 -5 -9 -6 10 -8 -2 4 -5 -2 -9 -1 9 3 6 -10 -5 -6 2 0 -4 -2 -3 -8 1 1 9 -5 8 -5 5 1 7 1 -5 0 -10 -9 -6 2 7 -9 2 -1 -8 4 2 10 1 -7 1 10 -4 7 -2 5 1 6 1 -1 10 5 6 10 -8 6 9 5 9 4 7 -6 10 -10 -8 -1 -5 -7 -10 -4 1 -7 6 -10 3 2 5 10 5 -6 -7 -3 9 10 -2 7 -5 -4 -3 -5 -3 -5 -9 1 -4 -6 9 -9 4 -9 -10 4 1 -10 -9 5 5 -3 8 -8 -3 -3 -10 5 -10 1 -5 -1 10 6 6 7 -9 -5 9 2 -1 -7 -8 -4 2 -7 10 9 2 9 -2 -6 4 10 -7 1 3 0 -4 -8 -9 6 -7 -2 7 6 -1 2 10 -5 -8 -4 -10 -9 7 -10 2 5 1 1 3 -1 3 6 -8 -8 -3 3 8 -4 8 5 -8 8 -2 -5 -6 -8 -5 9 -3 -8 -1 4 5 8 -6 -1 3 4 5 -9 7 -1 -3 -9 -1 -1 5 -3 -5 -4 -6 3 -10 7 -7 9 -10
0.8643478431332924
0	10	720	-8	1440	-7	2160	-1	2880	1	
1	5	721	2	1441	1	2161	-5	2881	5	
2	4	722	-8	1442	0	2162	3	2882	-4	
3	4	723	5	1443	5	2163	-3	2883	-3	
4	-7	724	-10	1444	-5	2164	1	2884	10	
5	-8	725	7	1445	-10	2165	0	2885	0	
6	10	726	9	1446	9	2166	-3	2886	9	
7	-9	727	8	1447	0	2167	-4	2887	-4	
8	4	728	4	1448	2	2168	0	2888	10	
9	-1	729	-1	1449	8	2169	10	2889	-10	
10	-1	730	9	1450	3	2170	0	2890	-6	
11	7	731	7	1451	0	2171	10	2891	-9	
12	-10	732	10	1452	-3	2172	-8	2892	-5	
13	5	733	-10	1453	4	2173	5	2893	3	
14	1	734	10	1454	-8	2174	1	2894	2	
15	-10	735	-8	1455	-6	2175	-5	2895	2	
16	-9	736	0	1456	2	2176	-6	2896	-9	
17	-10	737	4	1457	-4	2177	2	2897	4	
18	0	738	9	1458	-2	2178	-2	2898	-2	
19	7	739	3	1459	-1	2179	-2	2899	7	
20	1	740	9	1460	-3	2180	8	2900	8	
21	-1	741	9	1461	-4	2181	9	2901	9	
22	-4	742	5	1462	1	2182	-1	2902	1	
23	-2	743	5	1463	4	2183	-10	2903	2	
24	0	744	-10	1464	8	2184	7	2904	-5	
25	-9	745	-8	1465	8	2185	-10	2905	3	
26	-2	746	-2	1466	-8	2186	8	2906	2	
27	1	747	-2	1467	6	2187	5	2907	6	
28	10	748	2	1468	-6	2188	7	2908	-5	
29	3	749	-9	1469	-6	2189	4	2909	9	
30	9	750	10	1470	-2	2190	-8	2910	7	
31	5	751	-6	1471	0	2191	-4	2911	-5	
32	4	752	6	1472	-7	2192	-3	2912	1	
33	4	753	4	1473	9	2193	3	2913	-2	
34	3	754	6	1474	-1	2194	3	2914	-3	
35	6	755	8	1475	9	2195	7	2915	-7	
36	1	756	10	1476	7	2196	-1	2916	-1	
37	-6	757	-5	1477	-1	2197	4	2917	8	
38	-6	758	-9	1478	0	2198	8	2918	-9	
39	-5	759	10	1479	3	2199	4	2919	7	
40	-2	760	-2	1480	-7	2200	-6	2920	5	
41	3	761	-9	1481	-7	2201	-10	2921	1	
42	-2	762	9	1482	-5	2202	-7	2922	-7	
43	-10	763	-1	1483	-2	2203	1	2923	6	
44	7	764	-4	1484	5	2204	-2	2924	-7	
45	3	765	-10	1485	-2	2205	-9	2925	-9	
46	-2	766	-6	1486	8	2206	-6	2926	-6	
47	-2	767	-7	1487	-6	2207	-4	2927	-8	
48	-3	768	8	1488	-3	2208	3	2928	-1	
49	5	769	2	1489	3	2209	-4	2929	8	
50	-7	770	0	1490	-9	2210	6	2930	8	
51	3	771	-8	1491	-1	2211	6	2931	1	
52	1	772	4	1492	10	2212	-1	2932	2	
53	4	773	-10	1493	3	2213	-10	2933	1	
54	-3	774	3	1494	-4	2214	-9	2934	-5	
55	1	775	-1	1495	-4	2215	-8	2935	-2	
56	8	776	9	1496	2	2216	-1	2936	-3	
57	10	777	3	1497	-10	2217	-2	2937	6	
58	-6	778	3	1498	3	2218	-7	2938	-2	
59	-7	779	8	1499	2	2219	-4	2939	1	
60	-2	780	2	1500	8	2220	10	2940	-1	
61	4	781	6	1501	-10	2221	-7	2941	1	
62	5	782	-3	1502	1	2222	10	2942	-2	
63	3	783	0	1503	3	2223	2	2943	-6	
64	-2	784	1	1504	3	2224	4	2944	-5	
65	3	785	-10	1505	3	2225	10	2945	-3	
66	5	786	7	1506	-1	2226	2	2946	-7	
67	0	787	-10	1507	-8	2227	-8	2947	10	
68	-10	788	10	1508	1	2228	-4	2948	-1	
69	-1	789	-8	1509	-8	2229	1	2949	-2	
70	-4	790	2	1510	-6	2230	-4	2950	6	
71	-1	791	-1	1511	-10	2231	-7	2951	5	
72	-8	792	-4	1512	-2	2232	-1	2952	3	
73	3	793	-10	1513	4	2233	-5	2953	-3	
74	3	794	5	1514	6	2234	-8	2954	-1	
75	-6	795	7	1515	6	2235	3	2955	4	
76	-8	796	-2	1516	-4	2236	1	2956	-8	
77	-4	797	-10	1517	9	2237	-2	2957	-1	
78	-9	798	10	1518	7	2238	-5	2958	-10	
79	8	799	-10	1519	1	2239	7	2959	9	
80	3	800	-2	1520	6	2240	-1	2960	3	
81	-4	801	-4	1521	-4	2241	-9	2961	-2	
82	0	802	4	1522	5	2242	0	2962	-2	
83	10	803	-10	1523	7	2243	-3	2963	-1	
84	-3	804	4	1524	6	2244	4	2964	-10	
85	-2	805	-5	1525	9	2245	-9	2965	10	
86	-8	806	0	1526	-2	2246	-6	2966	-5	
87	-7	807	6	1527	8	2247	0	2967	-8	
88	9	808	-5	1528	-1	2248	10	2968	-10	
89	-8	809	10	1529	-4	2249	10	2969	-2	
90	10	810	4	1530	5	2250	-1	2970	-8	
91	3	811	-9	1531	2	2251	-5	2971	5	
92	1	812	8	1532	-3	2252	-10	2972	8	
93	-1	813	0	1533	-1	2253	-8	2973	-6	
94	3	814	7	1534	8	2254	5	2974	0	
95	-1	815	9	1535	-3	2255	-8	2975	8	
96	-9	816	-8	1536	3	2256	-1	2976	-10	
97	-7	817	3	1537	10	2257	1	2977	2	
98	4	818	9	1538	7	2258	4	2978	-8	
99	-4	819	-6	1539	-9	2259	7	2979	-1	
100	-8	820	-8	1540	-4	2260	8	2980	9	
101	-3	821	6	1541	7	2261	7	2981	-10	
102	1	822	-2	1542	6	2262	4	2982	6	
103	6	823	-1	1543	3	2263	1	2983	-1	
104	10	824	2	1544	2	2264	-6	2984	1	
105	-4	825	8	1545	-1	2265	-5	2985	-5	
106	-2	826	10	1546	-7	2266	-6	2986	-2	
107	9	827	-3	1547	-5	2267	-5	2987	-9	
108	-3	828	-8	1548	-7	2268	-1	2988	9	
109	7	829	-2	1549	-3	2269	-10	2989	-8	
110	9	830	9	1550	-9	2270	-6	2990	10	
111	-10	831	2	1551	0	2271	1	2991	6	
112	2	832	6	1552	-9	2272	-10	2992	0	
113	2	833	9	1553	10	2273	-8	2993	10	
114	7	834	-5	1554	2	2274	-7	2994	-10	
115	7	835	-8	1555	7	2275	-3	2995	-2	
116	-1	836	-1	1556	7	2276	9	2996	4	
117	-6	837	-8	1557	10	2277	7	2997	5	
118	-2	838	6	1558	-10	2278	-6	2998	9	
119	0	839	4	1559	8	2279	-7	2999	-1	
120	-7	840	4	1560	-1	2280	-7	3000	1	
121	10	841	4	1561	-2	2281	-6	3001	5	
122	1	842	0	1562	-8	2282	-4	3002	8	
123	0	843	-10	1563	-2	2283	0	3003	5	
124	-10	844	3	1564	4	2284	-9	3004	5	
125	-2	845	6	1565	7	2285	5	3005	9	
126	5	846	-7	1566	-6	2286	-10	3006	10	
127	-1	847	-3	1567	7	2287	3	3007	4	
128	-8	848	8	1568	8	2288	-6	3008	3	
129	-2	849	-2	1569	1	2289	10	3009	0	
130	-1	850	9	1570	10	2290	3	3010	2	
131	0	851	4	1571	-8	2291	-6	3011	0	
132	3	852	-8	1572	6	2292	4	3012	6	
133	7	853	-6	1573	7	2293	-7	3013	1	
134	-9	854	-8	1574	6	2294	1	3014	0	
135	-9	855	-2	1575	-3	2295	-3	3015	3	
136	3	856	-2	1576	6	2296	-7	3016	-5	
137	-3	857	-2	1577	-2	2297	2	3017	-9	
138	-7	858	-5	1578	-1	2298	-6	3018	-6	
139	1	859	10	1579	-3	2299	-5	3019	10	
140	5	860	-2	1580	4	2300	2	3020	-8	
141	1	861	-9	1581	1	2301	-3	3021	-2	
142	-8	862	-2	1582	-3	2302	-9	3022	4	
143	0	863	-7	1583	-1	2303	-7	3023	-5	
144	4	864	10	1584	-6	2304	3	3024	-2	
145	-6	865	0	1585	3	2305	-3	3025	-9	
146	4	866	0	1586	7	2306	8	3026	-1	
147	-6	867	4	1587	-8	2307	-1	3027	9	
148	-3	868	3	1588	-3	2308	3	3028	3	
149	9	869	-5	1589	-5	2309	5	3029	6	
150	2	870	8	1590	-7	2310	8	3030	-10	
151	-10	871	10	1591	6	2311	-2	3031	-5	
152	7	872	2	1592	10	2312	-4	3032	-6	
153	-9	873	-9	1593	-1	2313	-4	3033	2	
154	-4	874	-10	1594	-9	2314	7	3034	0	
155	10	875	-2	1595	-6	2315	-3	3035	-4	
156	-1	876	10	1596	7	2316	-1	3036	-2	
157	2	877	-2	1597	9	2317	-5	3037	-3	
158	-10	878	8	1598	-8	2318	10	3038	-8	
159	-5	879	3	1599	-9	2319	4	3039	1	
160	4	880	7	1600	10	2320	-3	3040	1	
161	0	881	7	1601	5	2321	3	3041	9	
162	8	882	-5	1602	7	2322	-2	3042	-5	
163	5	883	3	1603	0	2323	-1	3043	8	
164	-9	884	-8	1604	-4	2324	9	3044	-5	
165	-10	885	6	1605	0	2325	7	3045	5	
166	-2	886	-8	1606	-3	2326	10	3046	1	
167	-2	887	-5	1607	5	2327	8	3047	7	
168	7	888	-5	1608	8	2328	4	3048	1	
